player,teammate,weight
invalidquery,ydarb98,1
invarse,Jake_Stiles,76
invarse,jeep,5
invarse,JeffD,2
invarse,joaep2,1
invarse,Joan,3
invarse,kalisa,3
invarse,Karisa,2
invarse,kimbifille,5
invarse,kodomazer,8
invarse,kondain,1
invarse,kopen,4
invarse,kopen2,2
invarse,Kyle,104
invarse,Libster,47
invarse,Livia,577
invarse,Lobsterosity,2
invarse,LordBraska,2
invarse,lotem,2
invarse,Macert,1
invarse,magikarp,4
invarse,Maiorskills,7
invarse,maxnorris13,1
invarse,melwen,22
invarse,micerang,120
invarse,MickMasta,1
invarse,Mike,11
invarse,mikefrenil,1
invarse,Nitrate2,1
invarse,nmego,11
invarse,NoMercy,14
invarse,Outlaw,1
invarse,padi,3
invarse,Pikachu,5
invarse,Pimak,7
invarse,postmans,8
invarse,Ptheven,27
invarse,qqqq,9
invarse,RaKXeR,53
invarse,Raxoneth,2
invarse,Razvogor,28
invarse,rft50,3
invarse,riking,2
invarse,Romain672,1
invarse,salonka,1
invarse,SashaIr,2
invarse,scharkbite,71
invarse,sephiroth,21
invarse,sin_faith,2
invarse,sjdrodge,15
invarse,snakin,1
invarse,soxinfox,3
invarse,Sucubis,27
invarse,Swifter,2
invarse,Ten,1
invarse,TheWildCard,1
invarse,Valetta6789,42
invarse,Will,23
invarse,will.i.am,21
invarse,wjomlex,1
invarse,Yeesh,16
invarse,Yuga Suggah,6
invarse,Zamiel,122
invarse,zaxecivobuny,1
invarse,Zy,1
inventalo,tamezgerardo,1
Investment_Didi,Jackson6,1
Investment_Didi,kloeke,10
InvisibleMan,lihiwish,2
InvisibleMan,noaya,2
invitado,new123123,1
Iny,Player_1,1
Inygo2,Princeese83,1
Inygo2,Princesse83,17
Inygo2,Trase83,80
Inzenyr,jakubca,110
Inzenyr,Jakubxa,4
Inzenyr,patriczech,11
Inzenyr,Pavlina,8
Inzenyr,PavlinaKindlova,3
Inzenyr,Rarraby,3
Inzenyr,Sabina,8
Io,neroihoiegr,1
Io,Pedro,1
Io,tgomez218,1
io0,noahtren,1
Iodinebobi,Leaves333,9
Iodinebobi,webmai,1
IodinePit,jenanders,114
IodinePit,kelzbelz,1
IodinePit,luisnaranjo733,40
IodinePit,monstermasher,3
IodinePit,Puzzle,164
Iofam,Keagan88,1
Iofam,Kenese28,1
Iofam,Ky,1
iofamily,Keagan23,1
iofamily,Kenese28,1
iofamily,Ky,1
iofamily,Lisa21,1
iolanda,pistac,1
iolanda,sannevw,1
ionosphyre,jmannieshuffle,332
ionosphyre,jmannieshuffle2,2
ionosphyre,jmannieshufflin,23
ionosphyre,thelast,466
iooryz,JohnInTwente,4
iooryz,kimmick,2
iooryz,MarkmeteenC,1
iooryz,Marquepide,5
iooryz,Mika-Mikster,2
iooryz,theRealWanda,1
ioru,Lokallu,7
ioru,あいうえお,7
iozzi99,Mici,3
iozzi99,tonyz,3
iozzi99,werighbweq,3
ipak92,jontang92,24
ipak92,Joobw,33
ipak92,rbaba19,30
ipak92,romango,20
ipatterson,mjo,4
ipek,Min,2
ipek,minmax,2
iPengShan,iriris,2
iPengShan,nootnooot,1
iPengShan,StevenZ04,3
iPengShan,TheMost,2
iperea,samforgotthepw,27
iperea,xt,4
iplay88keys,Jjarro,3
iplay88keys,jtarchie,3
iplay88keys,KeepAustinWired,3
iplayfutbal,Milanabi,8
iplayfutbal,mlatocha,9
iplayfutbal,prh79ta,5
iplayfutbal,T3NNISMAN,10
ipokamp,JujudAnanas,2
ipokamp,LaFayetteX,8
ipokamp,marilyn,1
ipokamp,Mattwei,13
ipokamp,Maverick,1
ipokamp,QueenVic,2
ipokamp,robense,1
ipokamp,SDPoisson,2
iPOOP,toni,1
ipppo,vanzetto,1
iPr0bL3M,Justikar,34
iPr0bL3M,Krygura,10
iPr0bL3M,roxel,3
iPr0bL3M,Seifenblase,8
ipto,shomauno,5
iqmathlete,pravi,1
iqmathlete,The_Turtle_1729,1
iqmathlete,Twistya2,1
iquhdefiuawhdoi,Jess555,1
iquhdefiuawhdoi,mabramso,1
iquhdefiuawhdoi,onehipbiker,1
IR hanabi,JensengBYOG,5
IR hanabi,ShaelaM,2
IR_pow,LordCroissant,5
IR_pow,yeetmaster,5
iraksha,lisilisilisi,4
iraksha,NoAnni,4
iraksha,otti27,14
iraksha,SashaIr,3
iraksha,Weißenfels,1
Iranam,jankiman2,30
Iranam,nyaxx-11k,143
Iranam,proa1ex466,116
Iranam,Romenics,54
Iranam,Shaki,5
Iranam,Shakitum,66
Iranam,Spurki,12
Iranam,stalbrec,1
Iranam,Tandrok,1
irandms,rawrjun,8
ire,Jutta,1
ire,samuoca,1
iregarcia,ldmarz,1
iregarcia,YeySi,1
iremmits,mlacayo,5
iremms,kazuko891,2
iremms,Maciek,2
iremms,NotKristoffer,2
iremms,TotallyRoman,2
Irene,KelTusad,1
Irene,ToDie,1
irene8664,SpicyNoodle,3
irene8664,tm2lplz,5
irene8664,YomI000,5
irenecm,kait123456,3
irenecm,rob123,3
irenelim,RakWraithraiser,2
irenelim,schisselck,2
IreneManiglia,SashaIr,1
irenesazer,KellyLenox,2
irenesazer,lisacroen,7
irenesazer,RaeF,7
irenneyyli,klei011,1
Irererere,SashaIr,1
irgendeinname,lleudt,3
irgendeinscheis,mango123,9
irgendeinscheis,p3732,16
irgendeinscheis,Simsala91,17
irgendeinscheis,TimeHoodie,35
Iriael,jinzi39,1
Iriael,voss,1
irigdoog,joycheng,2
irigdoog,serene,2
irigdoog,SIOJA3s,2
Iriiisss,lawlz,1
Iriiisss,okiasdjoaisjdio,1
Iriiisss,Speeso,1
Iriiisss,Succsjjtdxv,1
iriis,skidijo,3
iriis,whaaaaaaaaale,1
iriis,Whaaale,3
irina,qrgwill,3
Irina_Aseeva,MASEL,4
irinak,ryan123,1
irinak,wacawa,1
irinasorad,rendo2,51
irinasorad,wenderlah,27
iriris,linear,9
iriris,linus,4
iriris,Nootnoot,3
iriris,Phil_Wins,1
iriris,psychopathicat,4
iriris,pupil_of_pablo,2
iriris,raefah,1
iriris,riversmajor,1
iriris,seansieczka,10
iriris,stephanrb3,1
iriris,StevenZ04,12
iris,linear,8
Iris.hall,korokpoop,4
Iris.hall,nhallman,4
Iris.hall.99,korokpoop,5
Iris0611,TvdB,1
iris102525,katian,1
iris102525,NN,3
iris102525,skyblueexo,1
Iris123,LiGame,1
Iris123,tzhang,1
irisclasson,moj,1
irisclasson,Snekworm,1
irisclasson,TudorC,1
Irish,potatoplop,1
Irish,unclesam1121,1
irlmike,JoeLee,1
irlmike,srizz,1
irlthepearl,mathemanic,1
irlthepearl,sicariiarum,1
irma,Lechian,2
irma,StenoTreno,2
irma,トビア,4
irmak,SarahG,1
irmak,Sylvaine,1
irnbru_ce,ollie_djw,5
Iro4ra,Ramaka,2
Iroh-san,mirthe,2
Iroh-san,pinda,2
Iroh-san,Vincenthart,2
iron_butt68,MyBoi,4
Irön_Mabël,JDepp,42
Irön_Mabël,JuOx,3
Irön_Mabël,krmulgrew,5
Irön_Mabël,maddogmarv,2
Irön_Mabël,piper,2
Irön_Mabël,spajoinked,1
Irön_Mabël,Zakisan,1
irongiant,ktaco10,1
irongiant,msinner,3
irongiant,msinner11,2
IronicNinja,nyraomega,3
ironlix,ivankhyung,11
ironlix,pnsq,1
ironmansAI,ishanp,2
ironmansAI,kradman,2
ironmansAI,markyen,2
ironmansAI,moomoocow11,2
IronParzival,J_Spiffy,11
IronParzival,Sareth6425,4
IronParzival,skelatone,12
IronParzival,Yzjdriel,12
ironZinc,lucyxxx,8
ironZinc,yliang,8
iroy,kelpo,1
irren,isaacleeson,1
irren,jaeger,7
irren,jaeger77,2
irren,kimpossible2000,3
irren,kiwikaixina,2
irren,lawki,2
irren,limyipper,7
irren,literallyahat,4
irren,mspitza,2
irren,qi,2
irren,sal,22
irren,sal.ng,5
irren,senorzhang,1
irren,SirWaggles,4
irren,snowdrop21,8
irren,Stress,1
irren,suyan94,5
irren,tibees,2
irren,Wigglywag,2
irrlicht_1991,Liggi,3
irrlicht_1991,YufkaNimmersatt,2
IRSticky,Michael86,3
iruntokpop,MyFavorite,5
Irv,mluong888,2
Irv,vt35,2
irvine,keniscool,7
irvine,NatJ13,10
irvine,quarantinedmike,10
IrvT,mluong888,2
IrynaIryna,KingCaterpillar,3
IrynaIryna,mrhappyasthma,3
IrynaIryna,stephanemoore,2
Isa,ISamEI,3
Isa,jetio4,3
Isa,jihyo,12
Isa,Jimmeridoo,6
Isa,Jimmeridoo123,31
Isa,Jimmy Turtwig,1
Isa,Jimmy_Turtwig,1
Isa,jkittykitkat,8
Isa,mado55,4
Isa,myth,1
Isa,Pablo-,1
Isa,Penzo,1
Isa,pixieawa,399
Isa,salonka,2
Isa,Spadez,2
Isa,summitwei,78
Isa,theandrewni,1
Isa,tiac,1
Isa,tostitos,3
Isa,uriquack,34
Isa,wikkiden,2
Isa,will.i.am,2
Isa,XNimus,4
Isaac,teapotnoodle,1
Isaac12345,nrousseau26,3
Isaac176,jack67889,1
Isaac176,jeff10,2
Isaac176,kevincaseytdk1,1
Isaac176,Lel0uch,1
Isaac176,MarcLovesDogs,3
Isaac176,MarkusKahlsen,4
Isaac176,mattnabi,1
Isaac176,newduke,3
Isaac176,Onen,7
Isaac176,orucsoraihc,4
Isaac176,Pablo-,2
Isaac176,penisman,2
Isaac176,pianoblook,3
Isaac176,PMP,3
Isaac176,rkass,1
Isaac176,rz,1
Isaac176,StKildaFan,6
Isaac176,Szegedee,1
Isaac176,Takis,2
Isaac176,timotree,8
Isaac176,Wittvector,2
Isaac176,wump,7
Isaac176,XMIL,4
isaac19,Juice,3
isaac19,Laure,6
isaac19,Sebola3d,6
isaac19,ventigiraffe,3
isaacentz,onecharacter,2
isaacentz,Pine007,2
isaacentz,rachelu,2
isaacentz,Reeneereimer,1
isaacentz,Reeneereimerr,6
isaacentz,reginald,8
isaacentz,ReneeEppReimer,17
isaacentz,ReneeReimer,2
isaacleeson,sal.ng,1
isaacleeson,senorzhang,1
isaacsheldon,msheldon,20
isaacsheldon,xelepart,11
isaacsohcw,nellshen,13
isaacthatfly,panda8sun,3
isaacthatfly,slytherinfelix,3
isaacwaller,jutsu,2
isaacwaller,mebrunet,2
isaacwaller,reidmcy,2
isaacwaller,StellaR3038,2
isaacwaller,veggiepug,2
isaacwaller,walnut,2
isaacworkman,masterskier,2
isaacworkman,sophiethedog,2
isaacworkman,Yogagal,14
isabel,kenneth,3
isabel.00,juliabi,2
isabel.00,poo,2
Isabelcallaway,peeky_blinders,1
isabeld,kiiranaux,10
isabeld,leymocan,10
isabelfrank,jbird99,1
isabelfrank,mglanzer,1
isabelfrank,rfrank27,1
isabelfrank,SophiaR,4
isabelfrank73,KiwiSquawks,3
isabelfrank73,nataliek4,5
isabelfrank73,rfrank27,3
isabelfrank73,sroshal,4
isabeljd,kiiranaux,1
isabeljd,lmocan,1
Isabell2405,Massageöl,2
Isabell2405,pakterius,3
Isabell2405,Schmelz,3
Isabelleforever,zumpywumpy,1
isabellet,trashygrapes,3
isabellewei,kaielsu,5
IsabellKonrad,KathrinJulian,1
IsabellKonrad,themillers21,1
IsabellKonrad,woswos,1
isabelloves_,OGStrider,2
isabelloves_,okdoke,2
IsabeltheCat,ItsTheDJ,1
IsabeltheCat,jack_0f_hearts,2
IsabeltheCat,jack67889,24
IsabeltheCat,JackFrost,1
IsabeltheCat,Jake_Stiles,4
IsabeltheCat,jamesleng,11
IsabeltheCat,jamesleng100,12
IsabeltheCat,jatloe,3
IsabeltheCat,jaypeg,1
IsabeltheCat,jecaismyname,7
IsabeltheCat,jeff10,93
IsabeltheCat,jeffreyasdf,4
IsabeltheCat,JerryYang,19
IsabeltheCat,jesseyang,1
IsabeltheCat,jian01,3
IsabeltheCat,jinkies,1
IsabeltheCat,JoBean,4
IsabeltheCat,joelwool,21
IsabeltheCat,JYOKOTA,60
IsabeltheCat,kappatosity,19
IsabeltheCat,katian,2
IsabeltheCat,ked1031,1
IsabeltheCat,Kernel,2
IsabeltheCat,kevincaseytdk1,84
IsabeltheCat,kimbifille,8
IsabeltheCat,kinkajusrevenge,48
IsabeltheCat,knaphill,43
IsabeltheCat,kopen,14
IsabeltheCat,Krepps57,1
IsabeltheCat,ksfortson,58
IsabeltheCat,Kyle,28
IsabeltheCat,Lanvin,140
IsabeltheCat,LautiManzano,2
IsabeltheCat,Lel0uch,24
IsabeltheCat,letical,1
IsabeltheCat,level_0,1
IsabeltheCat,level_23,1
IsabeltheCat,lidfeel,7
IsabeltheCat,Livia,3
IsabeltheCat,ljaslkdjflsa,1
IsabeltheCat,lodizodi,1
IsabeltheCat,lolthisnotderk,35
IsabeltheCat,lotem,12
IsabeltheCat,louietyj,35
IsabeltheCat,lrovner,2
IsabeltheCat,macanek,36
IsabeltheCat,macanekspeedrun,58
IsabeltheCat,MalachiteMoa,25
IsabeltheCat,MangoPie,22
IsabeltheCat,MarcLovesDogs,21
IsabeltheCat,MarkusKahlsen,17
IsabeltheCat,mathdragon2000,7
IsabeltheCat,mathlobster,6
IsabeltheCat,MathNoob,8
IsabeltheCat,Matir,2
IsabeltheCat,maxnorris13,2
IsabeltheCat,mbougies,1
IsabeltheCat,mcmc,1
IsabeltheCat,mehdi_safi,1
IsabeltheCat,melwen,44
IsabeltheCat,Meowie,8
IsabeltheCat,mestrepoke,23
IsabeltheCat,methmatics,117
IsabeltheCat,micerang,14
IsabeltheCat,MissedFinesse,1
IsabeltheCat,Mnbkfe,1
IsabeltheCat,moeski,6
IsabeltheCat,Morganlgd,2
IsabeltheCat,mystus,33
IsabeltheCat,narabio,5
IsabeltheCat,newduke,318
IsabeltheCat,newsun,9
IsabeltheCat,NickRPGreen,3
IsabeltheCat,nimarezaeian,1
IsabeltheCat,nitawa,3
IsabeltheCat,Nitrate,13
IsabeltheCat,Nitrate2,8
IsabeltheCat,nkkarpov,74
IsabeltheCat,nnx,1
IsabeltheCat,NotSloppy,1
IsabeltheCat,nukelauncher,8
IsabeltheCat,NumerateClutter,5
IsabeltheCat,nwajfromoz,44
IsabeltheCat,oghenand,2
IsabeltheCat,Onen,66
IsabeltheCat,OnlyChobo,3
IsabeltheCat,orucsoraihc,58
IsabeltheCat,otterful,19
IsabeltheCat,Pablo-,25
IsabeltheCat,parrotdoxair,1
IsabeltheCat,Pepepe,2
IsabeltheCat,pianoblook,22
IsabeltheCat,Pimak,8
IsabeltheCat,piper,9
IsabeltheCat,plus,25
IsabeltheCat,PMP,5
IsabeltheCat,pmuething,2
IsabeltheCat,poofart123,9
IsabeltheCat,possum,51
IsabeltheCat,postmans,1
IsabeltheCat,PotatoLatte,7
IsabeltheCat,programjm,1
IsabeltheCat,puja,2
IsabeltheCat,Puzzle,1
IsabeltheCat,qqqq,43
IsabeltheCat,Quantumplation,6
IsabeltheCat,qweryasdf007,2
IsabeltheCat,rachyrules,18
IsabeltheCat,RaeF,2
IsabeltheCat,rahsosprout,81
IsabeltheCat,Rasern,3
IsabeltheCat,RealComplex,3
IsabeltheCat,ReaverSe,9
IsabeltheCat,Relicia,4
IsabeltheCat,renes,1
IsabeltheCat,RespectCaviar,6
IsabeltheCat,reuzed,2
IsabeltheCat,ricardodd,32
IsabeltheCat,riemanntensor,3
IsabeltheCat,rkass,5
IsabeltheCat,robense,62
IsabeltheCat,RocknIce,2
IsabeltheCat,room456,68
IsabeltheCat,roonsta820,1
IsabeltheCat,RuidiCao,4
IsabeltheCat,ryanryan,1
IsabeltheCat,rz,19
IsabeltheCat,scharkbite,26
IsabeltheCat,schemetrical,8
IsabeltheCat,sean1815,7
IsabeltheCat,sephiroth,31
IsabeltheCat,sgerbs,1
IsabeltheCat,sin_faith,25
IsabeltheCat,sjdrodge,2
IsabeltheCat,skyblueexo,5
IsabeltheCat,Slaeb,3
IsabeltheCat,Smandon,1
IsabeltheCat,socerman,5
IsabeltheCat,solarstar92,2
IsabeltheCat,spbsuitmo,22
IsabeltheCat,Spieler42,23
IsabeltheCat,squidgetx,2
IsabeltheCat,squirrel1988,5
IsabeltheCat,stickyraice,1
IsabeltheCat,StKildaFan,40
IsabeltheCat,Stormylu,1
IsabeltheCat,stronto9,4
IsabeltheCat,Sucubis,2
IsabeltheCat,superbipbip,2
IsabeltheCat,swineherd,12
IsabeltheCat,Syrah,4
IsabeltheCat,tacobot5000,5
IsabeltheCat,Tailz,2
IsabeltheCat,TheDaniMan,21
IsabeltheCat,Thinula,7
IsabeltheCat,TimeHoodie,31
IsabeltheCat,timotree,47
IsabeltheCat,tofuhime,7
IsabeltheCat,torp,53
IsabeltheCat,ts2012,2
IsabeltheCat,vaishnavijay89,4
IsabeltheCat,Valetta6789,1
IsabeltheCat,VBVBVBVB,18
IsabeltheCat,Veexliat,3
IsabeltheCat,vEnhance,7
IsabeltheCat,Vensahn,1
IsabeltheCat,vergoodhanabi,1
IsabeltheCat,VerySloppyTwo,4
IsabeltheCat,VipersOracle,1
IsabeltheCat,vjk,19
IsabeltheCat,voss,53
IsabeltheCat,waffles8me,1
IsabeltheCat,wavychips,2
IsabeltheCat,whensepoop,2
IsabeltheCat,will.i.am,26
IsabeltheCat,william65537,1
IsabeltheCat,willwin4sure,4
IsabeltheCat,Wittvector,78
IsabeltheCat,wolfpack,15
IsabeltheCat,wortel,8
IsabeltheCat,wump,81
IsabeltheCat,xmaiton,1
IsabeltheCat,XMIL,18
IsabeltheCat,xor,30
IsabeltheCat,ydarb98,1
IsabeltheCat,Yuchan_Yang,2
IsabeltheCat,yuto,4
IsabeltheCat,Zakisan,8
IsabeltheCat,Zamiel,3
IsabeltheCat,zeinab001,1
isaboola,llamagat,1
isabrascetta,kristiallison97,2
isabrascetta,Mateojflow,2
isabrascetta,ndedios710,2
isai94,killertaco,14
isai94,tonydeluna,15
isaiah,NateBrantingham,4
IsaiahG,NateBrantingham,2
isaidbitchhhh,kobie,1
isaidbitchhhh,kylesux123,1
isaidbitchhhh,scottstotsnate,1
isaieh,Jeanettetsia,3
isaieh,kimbarlee,5
isaieh,lucygao,2
isaieh,trebles,3
isajane,kiiranaux,5
isajane,leymocan,5
ISamEI,mado55,5
ISamEI,pixieawa,3
ISamEI,summitwei,2
ISamEI,tostitos,2
ISamEI,uriquack,2
isammoc,KajaaninOlli,2
isammoc,kinkajusrevenge,2
isammoc,kodomazer,1
isammoc,Lanvin,3
isammoc,maxdinechin,1
isammoc,ReaverSe,1
isammoc,sheepmolester,2
isammoc,smallman,1
isammoc,tyranasaurus,2
isananika,tyrotoxicity,6
isaree.pammy,VS,4
IsAs,satya,2
isasheng,notarealplayer,3
isasheng,Timpppp,3
isauegal,jons14,3
isauegal,SpieldesLebens,3
isaurecdb,kd,1
isaurecdb,RaKXeR,1
isaurecdb,sjdv1982,2
isaurecdb,sjoerd,26
isaurecdb,Steve Backshall,3
isaurecdb,YacineH,2
Isayla,katian,2
Isayla,Lanvin,1
Isayla,macanek,2
Isayla,zeinab001,1
isazer,oldfriends,1
isazer,RaeF,1
isbeorn,MKQ,1
isbeorn,Triqueon,1
isbeorn,UCas,1
Isberget,NotTrump,10
Isberget,rashy2,2
IsBiz,sio,5
isburmistrov,Maria Gnitko,17
isburmistrov,mariagnitko,3
isburmistrov,misa,20
isburmistrov,yanaska,20
iseewhynow,snowomanitsea,4
isfella33,rccola,3
isfella33,wilburdad,3
ishaan,mushuwum,4
ishaan,uhidek,4
Ishaan2,jessicaau,1
Ishaan2,mushuwum,14
ishablella,J_Z,9
ishablella,jatinn1,5
ishablella,jatinnnn,6
ishablella,KennyKenny,110
ishablella,mabbott,3
ishablella,MaryA,2
ishablella,Mesch,29
ishablella,Mmary,2
ishablella,mystery_121,3
ishablella,mystery121,14
ishablella,nghillaz,3
ishablella,rawpotato,9
ishablella,Reece,110
ishah,moocow,1
ishaIsha,paulaleyes14,1
ishaIsha,sunjung,1
ishaIsha,temp1,1
ishanp,kradman,2
ishanp,markyen,2
ishanp,moomoocow11,2
ishara,RenTheRat,2
ishara,Robertdude,2
ishbenhuben,jiji,2
