player,teammate,weight
deetxs9000,Vinny_J,2
deetxs9000,whereamiwhatami,1
Deevalerian ,delly_o,2
Deevalerian ,Don_Ozzy,1
Deevz,trocco29,5
deexp,IMINSANEE,2
deexp,kishankishan,2
deexp,mattddd,2
def,kekuraz,1
def,sdfghetw,1
def,wrt,1
def_not_alex,HopsSkipsJumps,1
def_not_alex,paturley,1
def_not_alex,rkwalters,2
def_not_alex,username1,1
DeFaultRyan,mano,3
DeFaultRyan,thatscool,3
Defenestrates,ObsidianOctopi,3
definitelysam,ivy,5
definitelysam,Iyess,3
definitelysam,misstnz,7
definitelysam,rgiblon,11
defnotemma,jujujustin,3
DefNotJake,jiayou789,4
DefNotJake,natalieschauser,4
DefNotJake,susanak21,4
DefNotJake,Tangyness,4
defood,g.digital,20
defood,g.digutal,1
defood,gfudenberg,6
defood,rmspencer,27
defood,seespence,7
defrostedburger,Ema18Bonamici,5
defrostedburger,potato_laptop,283
deg,Footscrayzy,1
deg,katjam,1
deg,manderleysghost,1
deg,Weem,1
DeGab,Heldin2.0,1
DeGab,Henri,1
DegDeg,jba7,20
DegDeg,Leo888,1
Degen,dumpd,4
Degen,GungHayFatBitch,10
Degen,pooptube,4
Deills,jontyl,2
Deills,lowesam,2
Deimon,michaelc,1
Deimon,nmarsden,174
Deimon,submittals,60
Deimon,syli,1
Deimon,vahid,10
Deimon,VaughanHaysom,3
Deimon2,nmarsden,16
Deimon2,submittals,6
Deimon2,vahid,3
Deimosdown,FrozenStella,5
Deimosdown,GameConqueror,8
Deimosdown,ReaverSe,8
Deimosdown,ssh8539,2
deinonychus,firewheel996,14
deinonychus,GCaly,12
deinonychus,HanabiMyLover,1
deinonychus,Pingu,5
deinonychus,rachyrules,1
deinonychus,test256,5
deinonychus,Yzjdriel,16
Deirdre,Dom,4
Deirdre,lydius_maximus,4
Deirdre,Smpour,1
deisenbed,Julie,5
deisenbed,Rick,3
deisenbed,rickeisenberg,2
deisenbed,rjeisenberg,5
deisenberg,eisenbergr,3
deisenberg,Julie,3
deisenberg,rjeisenberg,3
deistrom,DrKnowze,2
deistrom,jerr,2
deistrom,loulybob,2
Dejanbg,marina21,1
Dejanbg,Nata,1
Dejanbg,NeshaNYC,1
dejojam1,EGGOSANDO,1
dejojam1,g618034,5
dejojam1,GAYmerGURL,2
dejojam1,OVERTIRED,1
dejojam1,playerslayer,1
dejojam1,playerslayer92,20
dejojam1,powerbitch,1
dejojam1,Roighy,73
dejojam1,WHATSPOPPING,1
dejulia,Demax,5
dejulia,Demax2,4
dejulia,Demax3,4
dejulia,Mala,19
deka17,drunkenpanda,1
deka17,instantnoodle21,4
deka17,Wong1112,4
Dekar,Dex,3
Dekar,joaquinsticotti,4
Dekar,SantiRex,4
Dekar,tiagosl,4
DekarChab,joacosticotti,1
DekarChab,tiagosl,1
dekat,dimva,2
dekat,Drew,3
dekat,kleinbottles,2
dekat,ryan,3
Deku,Franky,2
Deku,jscott91,2
Deku,whalepunk,2
Dekuio,michelle.brooke,12
delany,jablanch,3
Delarosa413,Fey,1
Delarosa413,StKildaFan,6
Delarosa413,vaishnavijay89,3
delgadilloaaron,dimplesneadlift,11
delgadilloaaron,justineaban,2
delgadilloaaron,katlhanabi,5
delgadilloaaron,MariJenk,18
delgadilloaaron,mj,5
delgadilloaaron,mvcsass88,4
delgadilloaaron,sarae87,24
delgadilloaaron,shadysol,2
delgadilloaaron,sleich87,2
delgadilloaaron,sourpatchkid,29
delgadilloaaron,sourpunchkid,25
Delia,oric,4
delicinq,jephre,1
delicinq,Pooh33,2
Delirious,DT76,2
Delirious,hanabme,4
Delirious,silverumbro,6
DeliriousWine,MCSdnd,5
DeliriousWine,micropolo,5
DeliriousWine,Monteforte,2
DeliriousWine,neilfitz,3
DeliriousWine,ps2dude756,3
DeliriousWine,RedScharlach,3
DeliriousWine,sanspach,3
Delivita,Zveno,2
DellaG,erlows,6
DellaG,goto,2
DellaG,redrum,3
DellaG,ulf,5
DellaG12,ericlowsez,2
DellaG12,gotoboy,4
DellaG12,ulf,2
dellagd,RivetChamp,1
dellagd,thehonn,1
delle,momar006,2
delly_o,Don_Ozzy,1
delly_o,lauhanabi,31
delly_o,LTaranu,3
delly_o,mar7olo,12
delly_o,marvolo,1
delly_o,marvolo2,17
delly_o,pp_cg,12
delly_o1,ginoceros,4
delly_o1,launabi,163
delly_o1,marvolo2,190
delores,launabi,27
delores,marvolo2,26
DelphiZ,Etherealz,405
DelphiZ,juniper,4
DelphiZ,junypyr,1
DelphiZ,lalalalalala,2
DelphiZ,loonybear,11
DelphiZ,MikeForsyth,63
DelphiZ,minh29692,206
DelphiZ,missyalyssi,289
DelphiZ,river_,7
DelphiZ,Santiago,1
DelphiZ,sgilhuly,3
DelphiZ,suhiba,43
DelphiZ,WATWAT,34
DelphiZ,xXxbanana420xXx,412
Delpreti,jplol,11
Delpreti,lulamolucas,3
Delpreti,MapleNotes,7
Delpreti,NeoRidik,11
Delpreti,ottoboni,7
Delpreti,posser95,3
Delpreti,Seto_Carlos,14
delre,elisa16893,2
delre,lmercizq,2
delre,luisdebuda,2
delre_,elisa16893,3
delre_,lmercizq,1
delre_,luisdebuda,3
Delta,Gamma,2
deltaburnt,Isaac,1
deltaburnt,teapotnoodle,1
Deltam,djay.fire.mdubz,4
Deltam,tossevent,4
deltam128,djay.fire.mdubz,4
deltam128,tossevent,9
deltam128,yaboiz,1
deltam556,djay.fire.mdubz,17
deltam556,mdubz,54
deltam556,tossevent,60
Deltorero,Nekrataal33,6
Deltorero,Traxanoplagias,6
delulytric,hanabi1233456,3
delulytric,ryanjeeakoako,5
DELUSIONKING,Dukpa,1
DELUSIONKING,humanehero,1
DELUSIONKING,ledsole,1
dem,Nat1234567,4
dem,oleksiy,3
dem1,fornster,1
dem1,stephenvsp,1
dem1,tsudonymn,1
dem7437,kjin,7
dem7437,philipxjm,21
dem7437,qwertyelmer,17
demantle,dizunia,2
demantle,geoff,3
demantle,Guillaume_m,1
demantle,ilc,2
demantle,lxue,2
demantle,Reyno,3
demarkok,eran,1
demarkok,Eugene,1
demarkok,Geoffrey,1
demarkok,gnull,4
demarkok,IvanVeselov,6
demarkok,JayIsASimp,1
demarkok,Kabeety,4
demarkok,kabeety99,2
demarkok,kate1999,1
demarkok,kunyavskiy,6
demarkok,LadyPython,2
demarkok,MarkusKahlsen,1
demarkok,memories,1
demarkok,nufan,5
demarkok,Pablo-,2
demarkok,Petr,2
demarkok,SergeyMelnikov,6
demarkok,Snail,2
demarkok,tanya,11
demarkok,TheDaniMan,1
demarkok,tourist,9
demarkok,xosmig,4
demarkok,yuval fishman,1
Demax,Mala,5
Demax2,Mala,4
Demax3,Mala,4
Demetria,dhakshana.n,1
Demetria,dovedapple,2
Demetria,Hellllloooo,2
Demetria,Helloxyzsai,1
Demetria,NIKkikik,1
Demetria,rashie,1
Demetria,shanty,1
